timestamp,site_id,flow_total,motos,buses,camiones,velocidad_prom,tiempo_recorrido,cola,incidente,lluvia,tipo_via,carriles,zona,hora_pico,feriado,congestion
2026-04-15 01:00:00,A1,49,16,2,2,37.8,163,5,0,0,arterial,3,comercial,0,0,0
2026-04-15 01:15:00,A2,43,14,2,2,39.0,156,4,0,0,arterial,2,residencial,0,0,0
2026-04-15 01:30:00,B1,36,12,2,2,41.2,149,4,0,0,arterial,3,comercial,0,0,0
2026-04-15 01:45:00,C1,31,10,2,1,42.5,144,3,0,0,colectora,2,mixta,0,0,0
2026-04-15 02:00:00,A1,46,15,2,3,38.2,158,5,0,0,arterial,3,comercial,0,0,0
2026-04-15 02:15:00,A2,40,13,2,2,39.7,153,4,0,0,arterial,2,residencial,0,0,0
2026-04-15 02:30:00,B1,35,11,2,2,41.4,148,3,0,0,arterial,3,comercial,0,0,0
2026-04-15 02:45:00,C1,52,17,3,3,36.9,166,6,0,0,colectora,2,mixta,0,0,0
2026-04-15 03:00:00,A1,44,14,2,2,38.7,156,4,0,0,arterial,3,comercial,0,0,0
2026-04-15 03:15:00,A2,39,13,2,2,40.1,151,4,0,0,arterial,2,residencial,0,0,0
2026-04-15 03:30:00,B1,33,11,2,2,42.0,146,3,0,0,arterial,3,comercial,0,0,0
2026-04-15 03:45:00,C1,37,12,2,2,40.9,150,4,0,0,colectora,2,mixta,0,0,0
2026-04-15 04:00:00,A1,50,17,3,3,37.6,164,5,0,0,arterial,3,comercial,0,0,0
2026-04-15 04:15:00,A2,45,15,2,2,38.5,158,5,0,0,arterial,2,residencial,0,0,0
2026-04-15 04:30:00,B1,41,13,2,2,39.5,154,4,0,0,arterial,3,comercial,0,0,0
2026-04-15 04:45:00,C1,47,15,2,3,38.0,160,5,0,0,colectora,2,mixta,0,0,0
2026-04-15 05:00:00,A1,62,21,3,3,34.4,179,8,0,0,arterial,3,comercial,0,0,1
2026-04-15 05:15:00,A2,68,23,3,4,32.7,186,9,0,0,arterial,2,residencial,0,0,1
2026-04-15 05:30:00,B1,59,20,3,3,35.0,175,7,0,0,arterial,3,comercial,0,0,1
2026-04-15 05:45:00,C1,72,24,4,4,32.0,192,9,0,0,colectora,2,mixta,0,0,1
2026-04-15 06:00:00,A1,80,27,4,4,30.3,200,11,0,0,arterial,3,comercial,0,0,1
2026-04-15 06:15:00,A2,88,29,4,5,28.5,210,12,0,0,arterial,2,residencial,0,0,1
2026-04-15 06:30:00,B1,98,33,5,5,26.4,222,15,0,0,arterial,3,comercial,0,0,2
2026-04-15 06:45:00,C1,106,35,5,6,24.6,232,17,0,0,colectora,2,mixta,0,0,2
2026-04-15 07:00:00,A1,136,45,7,8,18.5,268,26,0,0,arterial,3,comercial,1,0,2
2026-04-15 07:15:00,A2,149,50,7,8,16.0,284,30,0,0,arterial,2,residencial,1,0,2
2026-04-15 07:30:00,B1,161,54,8,9,13.8,298,35,0,0,arterial,3,comercial,1,0,2
2026-04-15 07:45:00,C1,143,48,7,8,17.0,276,28,0,0,colectora,2,mixta,1,0,2
2026-04-15 08:00:00,A1,153,51,8,8,15.1,289,32,0,0,arterial,3,comercial,1,0,2
2026-04-15 08:15:00,A2,166,55,8,9,12.7,305,37,0,0,arterial,2,residencial,1,0,2
2026-04-15 08:30:00,B1,175,58,9,10,10.9,316,42,0,0,arterial,3,comercial,1,0,2
2026-04-15 08:45:00,C1,147,49,7,8,16.3,282,30,0,0,colectora,2,mixta,1,0,2
2026-04-15 09:00:00,A1,121,40,6,7,21.3,249,21,0,0,arterial,3,comercial,0,0,2
2026-04-15 09:15:00,A2,107,36,5,6,24.6,234,18,0,0,arterial,2,residencial,0,0,2
2026-04-15 09:30:00,B1,96,32,5,5,26.8,219,14,0,0,arterial,3,comercial,0,0,2
2026-04-15 09:45:00,C1,90,30,5,5,28.1,212,13,0,0,colectora,2,mixta,0,0,1
2026-04-15 10:00:00,A1,99,33,5,5,26.2,223,15,0,0,arterial,3,comercial,0,0,2
2026-04-15 10:15:00,A2,104,35,5,6,25.1,229,16,0,0,arterial,2,residencial,0,0,2
2026-04-15 10:30:00,B1,112,37,6,6,23.5,238,19,0,0,arterial,3,comercial,0,0,2
2026-04-15 10:45:00,C1,119,40,6,7,22.1,247,20,0,0,colectora,2,mixta,0,0,2
2026-04-15 11:00:00,A1,152,51,8,8,15.3,288,31,0,0,arterial,3,comercial,1,0,2
2026-04-15 11:15:00,A2,169,56,8,9,12.1,308,38,0,0,arterial,2,residencial,1,0,2
2026-04-15 11:30:00,B1,178,59,9,10,10.3,319,43,1,0,arterial,3,comercial,1,0,2
2026-04-15 11:45:00,C1,162,54,8,9,13.5,299,35,0,0,colectora,2,mixta,1,0,2
2026-04-15 12:00:00,A1,145,48,7,8,16.7,278,28,0,0,arterial,3,comercial,1,0,2
2026-04-15 12:15:00,A2,134,45,7,8,18.9,265,25,0,0,arterial,2,residencial,1,0,2
2026-04-15 12:30:00,B1,123,41,6,7,21.0,252,22,0,0,arterial,3,comercial,1,0,2
2026-04-15 12:45:00,C1,116,39,6,6,22.7,243,20,0,0,colectora,2,mixta,1,0,2
2026-04-15 13:00:00,A1,103,34,5,6,25.3,228,16,0,0,arterial,3,comercial,0,0,2
2026-04-15 13:15:00,A2,96,32,5,5,26.8,219,14,0,0,arterial,2,residencial,0,0,2
2026-04-15 13:30:00,B1,91,30,5,5,27.9,214,13,0,0,arterial,3,comercial,0,0,1
2026-04-15 13:45:00,C1,86,29,4,5,28.9,208,12,0,0,colectora,2,mixta,0,0,1
2026-04-15 14:00:00,A1,77,26,4,4,31.0,197,10,0,0,arterial,3,comercial,0,0,1
2026-04-15 14:15:00,A2,73,24,4,4,31.8,193,9,0,0,arterial,2,residencial,0,0,1
2026-04-15 14:30:00,B1,76,25,4,4,31.2,196,10,0,0,arterial,3,comercial,0,0,1
2026-04-15 14:45:00,C1,81,27,4,5,30.2,201,11,0,0,colectora,2,mixta,0,0,1
2026-04-15 15:00:00,A1,89,30,4,5,28.3,211,13,0,0,arterial,3,comercial,0,0,1
2026-04-15 15:15:00,A2,95,32,5,5,27.0,218,14,0,0,arterial,2,residencial,0,0,2
2026-04-15 15:30:00,B1,101,34,5,6,25.8,225,16,0,0,arterial,3,comercial,0,0,2
2026-04-15 15:45:00,C1,108,36,5,6,24.4,234,18,0,0,colectora,2,mixta,0,0,2
2026-04-15 16:00:00,A1,122,41,6,7,21.2,250,21,0,0,arterial,3,comercial,0,0,2
2026-04-15 16:15:00,A2,135,45,7,8,18.7,266,25,0,0,arterial,2,residencial,0,0,2
2026-04-15 16:30:00,B1,149,50,7,8,16.0,284,30,0,0,arterial,3,comercial,0,0,2
2026-04-15 16:45:00,C1,154,51,8,9,14.9,290,32,0,0,colectora,2,mixta,0,0,2
2026-04-15 17:00:00,A1,176,59,9,10,10.8,316,42,0,0,arterial,3,comercial,1,0,2
2026-04-15 17:15:00,A2,186,62,9,10,10.0,328,46,0,0,arterial,2,residencial,1,0,2
2026-04-15 17:30:00,B1,194,65,10,11,10.0,337,50,1,0,arterial,3,comercial,1,0,2
2026-04-15 17:45:00,C1,180,60,9,10,10.1,320,44,0,0,colectora,2,mixta,1,0,2
2026-04-15 18:00:00,A1,171,57,9,10,12.0,310,39,0,0,arterial,3,comercial,1,0,2
2026-04-15 18:15:00,A2,161,54,8,9,13.8,298,35,0,0,arterial,2,residencial,1,0,2
2026-04-15 18:30:00,B1,149,50,7,8,16.0,284,30,0,0,arterial,3,comercial,1,0,2
2026-04-15 18:45:00,C1,139,46,7,8,17.8,271,26,0,0,colectora,2,mixta,1,0,2
2026-04-15 19:00:00,A1,123,41,6,7,21.0,252,22,0,0,arterial,3,comercial,0,0,2
2026-04-15 19:15:00,A2,111,37,6,6,23.7,237,18,0,0,arterial,2,residencial,0,0,2
2026-04-15 19:30:00,B1,100,33,5,6,26.0,224,15,0,0,arterial,3,comercial,0,0,2
2026-04-15 19:45:00,C1,89,30,4,5,28.3,211,13,0,0,colectora,2,mixta,0,0,1
2026-04-15 20:00:00,A1,74,25,4,4,31.6,194,10,0,0,arterial,3,comercial,0,0,1
2026-04-15 20:15:00,A2,67,22,3,4,32.9,185,8,0,0,arterial,2,residencial,0,0,1
2026-04-15 20:30:00,B1,61,20,3,3,34.6,178,8,0,0,arterial,3,comercial,0,0,1
2026-04-15 20:45:00,C1,56,19,3,3,35.6,172,7,0,0,colectora,2,mixta,0,0,1
2026-04-15 21:00:00,A1,51,17,3,3,37.3,165,6,0,0,arterial,3,comercial,0,0,0
2026-04-15 21:15:00,A2,45,15,2,2,38.5,158,5,0,0,arterial,2,residencial,0,0,0
2026-04-15 21:30:00,B1,41,13,2,2,39.5,154,4,0,0,arterial,3,comercial,0,0,0
2026-04-15 21:45:00,C1,38,12,2,2,40.4,150,4,0,0,colectora,2,mixta,0,0,0
2026-04-15 22:00:00,A1,47,15,2,3,38.0,160,5,0,0,arterial,3,comercial,0,0,0
2026-04-15 22:15:00,A2,42,14,2,2,39.1,155,4,0,0,arterial,2,residencial,0,0,0
2026-04-15 22:30:00,B1,36,12,2,2,41.2,149,4,0,0,arterial,3,comercial,0,0,0
2026-04-15 22:45:00,C1,39,13,2,2,40.1,151,4,0,0,colectora,2,mixta,0,0,0
2026-04-15 23:00:00,A1,53,18,3,3,36.7,167,6,0,0,arterial,3,comercial,0,0,0
2026-04-15 23:15:00,A2,47,15,2,3,38.0,160,5,0,0,arterial,2,residencial,0,0,0
2026-04-15 23:30:00,B1,43,14,2,2,39.0,156,4,0,0,arterial,3,comercial,0,0,0
2026-04-15 23:45:00,C1,34,11,2,2,41.8,147,3,0,0,colectora,2,mixta,0,0,0
2026-04-16 00:00:00,A1,37,12,2,2,40.9,150,4,0,0,arterial,3,comercial,0,0,0
2026-04-16 00:15:00,A2,45,15,2,2,38.5,158,5,0,0,arterial,2,residencial,0,0,0
2026-04-16 00:30:00,B1,50,17,3,3,37.6,164,5,0,0,arterial,3,comercial,0,0,0
2026-04-16 00:45:00,C1,41,13,2,2,39.5,154,4,0,0,colectora,2,mixta,0,0,0
2026-04-16 01:00:00,A1,52,17,3,3,36.9,166,6,0,0,arterial,3,comercial,0,0,0
2026-04-16 01:15:00,A2,47,15,2,3,38.0,160,5,0,0,arterial,2,residencial,0,0,0
2026-04-16 01:30:00,B1,39,13,2,2,40.1,151,4,0,0,arterial,3,comercial,0,0,0
2026-04-16 01:45:00,C1,34,11,2,2,41.8,147,3,0,0,colectora,2,mixta,0,0,0
2026-04-16 02:00:00,A1,49,16,2,2,37.8,163,5,0,0,arterial,3,comercial,0,0,0
2026-04-16 02:15:00,A2,44,14,2,2,38.7,156,4,0,0,arterial,2,residencial,0,0,0
2026-04-16 02:30:00,B1,38,12,2,2,40.4,150,4,0,0,arterial,3,comercial,0,0,0
2026-04-16 02:45:00,C1,55,18,3,3,36.0,170,6,0,0,colectora,2,mixta,0,0,1
2026-04-16 03:00:00,A1,48,16,2,3,37.9,161,5,0,0,arterial,3,comercial,0,0,0
2026-04-16 03:15:00,A2,42,14,2,2,39.1,155,4,0,0,arterial,2,residencial,0,0,0
2026-04-16 03:30:00,B1,36,12,2,2,41.2,149,4,0,0,arterial,3,comercial,0,0,0
2026-04-16 03:45:00,C1,40,13,2,2,39.7,153,4,0,0,colectora,2,mixta,0,0,0
2026-04-16 04:00:00,A1,53,18,3,3,36.7,167,6,0,0,arterial,3,comercial,0,0,0
2026-04-16 04:15:00,A2,48,16,2,3,37.9,161,5,0,0,arterial,2,residencial,0,0,0
2026-04-16 04:30:00,B1,44,14,2,2,38.7,156,4,0,0,arterial,3,comercial,0,0,0
2026-04-16 04:45:00,C1,50,17,3,3,37.6,164,5,0,0,colectora,2,mixta,0,0,0
2026-04-16 05:00:00,A1,65,22,3,4,33.7,182,8,0,0,arterial,3,comercial,0,0,1
2026-04-16 05:15:00,A2,70,23,4,4,32.4,189,9,0,0,arterial,2,residencial,0,0,1
2026-04-16 05:30:00,B1,63,21,3,3,34.1,180,8,0,0,arterial,3,comercial,0,0,1
2026-04-16 05:45:00,C1,76,25,4,4,31.2,196,10,0,0,colectora,2,mixta,0,0,1
2026-04-16 06:00:00,A1,83,28,4,5,29.6,204,11,0,0,arterial,3,comercial,0,0,1
2026-04-16 06:15:00,A2,91,30,5,5,27.9,214,13,0,0,arterial,2,residencial,0,0,1
2026-04-16 06:30:00,B1,102,34,5,6,25.5,227,16,0,0,arterial,3,comercial,0,0,2
2026-04-16 06:45:00,C1,110,37,6,6,23.9,236,18,0,0,colectora,2,mixta,0,0,2
2026-04-16 07:00:00,A1,139,46,7,8,17.8,271,26,0,0,arterial,3,comercial,1,0,2
2026-04-16 07:15:00,A2,153,51,8,8,15.1,289,32,1,0,arterial,2,residencial,1,0,2
2026-04-16 07:30:00,B1,166,55,8,9,12.7,305,37,0,0,arterial,3,comercial,1,0,2
2026-04-16 07:45:00,C1,147,49,7,8,16.3,282,30,0,0,colectora,2,mixta,1,0,2
2026-04-16 08:00:00,A1,157,52,8,9,14.3,293,33,0,0,arterial,3,comercial,1,0,2
2026-04-16 08:15:00,A2,170,57,9,10,11.8,309,39,0,0,arterial,2,residencial,1,0,2
2026-04-16 08:30:00,B1,178,59,9,10,10.3,319,43,0,0,arterial,3,comercial,1,0,2
2026-04-16 08:45:00,C1,150,50,8,8,15.7,285,30,0,0,colectora,2,mixta,1,0,2
2026-04-16 09:00:00,A1,125,42,6,7,20.4,254,22,0,0,arterial,3,comercial,0,0,2
2026-04-16 09:15:00,A2,111,37,6,6,23.7,237,18,0,0,arterial,2,residencial,0,0,2
2026-04-16 09:30:00,B1,99,33,5,5,26.2,223,15,0,0,arterial,3,comercial,0,0,2
2026-04-16 09:45:00,C1,93,31,5,5,27.4,216,14,0,0,colectora,2,mixta,0,0,1
2026-04-16 10:00:00,A1,102,34,5,6,25.5,227,16,0,0,arterial,3,comercial,0,0,2
2026-04-16 10:15:00,A2,108,36,5,6,24.4,234,18,0,0,arterial,2,residencial,0,0,2
2026-04-16 10:30:00,B1,116,39,6,6,22.7,243,20,0,0,arterial,3,comercial,0,0,2
2026-04-16 10:45:00,C1,122,41,6,7,21.2,250,21,0,0,colectora,2,mixta,0,0,2
2026-04-16 11:00:00,A1,155,52,8,9,14.7,291,33,1,0,arterial,3,comercial,1,0,2
2026-04-16 11:15:00,A2,172,57,9,10,11.6,311,40,0,0,arterial,2,residencial,1,0,2
2026-04-16 11:30:00,B1,181,60,9,10,10.0,322,44,0,0,arterial,3,comercial,1,0,2
2026-04-16 11:45:00,C1,166,55,8,9,12.7,305,37,0,0,colectora,2,mixta,1,0,2
2026-04-16 12:00:00,A1,149,50,7,8,16.0,284,30,0,0,arterial,3,comercial,1,0,2
2026-04-16 12:15:00,A2,137,46,7,8,18.3,269,26,0,0,arterial,2,residencial,1,0,2
2026-04-16 12:30:00,B1,127,42,6,7,20.2,256,23,0,0,arterial,3,comercial,1,0,2
2026-04-16 12:45:00,C1,119,40,6,7,22.1,247,20,0,0,colectora,2,mixta,1,0,2
2026-04-16 13:00:00,A1,106,35,5,6,24.6,232,17,0,0,arterial,3,comercial,0,0,2
2026-04-16 13:15:00,A2,100,33,5,6,26.0,224,15,0,0,arterial,2,residencial,0,0,2
2026-04-16 13:30:00,B1,94,31,5,5,27.2,217,14,0,0,arterial,3,comercial,0,0,1
2026-04-16 13:45:00,C1,88,29,4,5,28.5,210,12,0,0,colectora,2,mixta,0,0,1
2026-04-16 14:00:00,A1,80,27,4,4,30.3,200,11,0,0,arterial,3,comercial,0,0,1
2026-04-16 14:15:00,A2,75,25,4,4,31.4,195,10,0,0,arterial,2,residencial,0,0,1
2026-04-16 14:30:00,B1,79,26,4,4,30.6,199,10,0,0,arterial,3,comercial,0,0,1
2026-04-16 14:45:00,C1,83,28,4,5,29.6,204,11,0,0,colectora,2,mixta,0,0,1
2026-04-16 15:00:00,A1,92,31,5,5,27.6,215,13,0,0,arterial,3,comercial,0,0,1
2026-04-16 15:15:00,A2,99,33,5,5,26.2,223,15,0,0,arterial,2,residencial,0,0,2
2026-04-16 15:30:00,B1,104,35,5,6,25.1,229,16,0,0,arterial,3,comercial,0,0,2
2026-04-16 15:45:00,C1,111,37,6,6,23.7,237,18,0,0,colectora,2,mixta,0,0,2
2026-04-16 16:00:00,A1,126,42,6,7,20.1,255,23,0,0,arterial,3,comercial,0,0,2
2026-04-16 16:15:00,A2,139,46,7,8,17.8,271,26,0,0,arterial,2,residencial,0,0,2
2026-04-16 16:30:00,B1,152,51,8,8,15.3,288,31,0,0,arterial,3,comercial,0,0,2
2026-04-16 16:45:00,C1,158,53,8,9,14.1,294,33,0,0,colectora,2,mixta,0,0,2
2026-04-16 17:00:00,A1,180,60,9,10,10.1,320,44,0,0,arterial,3,comercial,1,0,2
2026-04-16 17:15:00,A2,190,63,10,11,10.0,332,48,0,0,arterial,2,residencial,1,0,2
2026-04-16 17:30:00,B1,198,66,10,11,10.0,341,52,0,0,arterial,3,comercial,1,0,2
2026-04-16 17:45:00,C1,183,61,9,10,10.0,324,45,0,0,colectora,2,mixta,1,0,2
2026-04-16 18:00:00,A1,175,58,9,10,10.9,316,42,0,0,arterial,3,comercial,1,0,2
2026-04-16 18:15:00,A2,164,55,8,9,13.1,301,36,1,0,arterial,2,residencial,1,0,2
